Country,Manufacturing Site,Brand,Item Description,Product Group,Sub Classification,Molecule/Test Type,Dosage Form,Dosage,Managed By,Fulfill Via,Shipment Mode,Line Item Quantity,Pack_Price,First Line Designation,Weight,Freight_Cost,Freight_cost_special,Line Item Insurance (USD),item_value,Shipment_Price
80,3172,7285,1,8550,6595,5,131,2,10265,0,6327,6.396929655,2.660259537,1,3.737669618,6.576469569,6198,2.900322089,2.662263202,8700.88
683,345,799,577,1728,1567,577,1575,2,10265,0,6327,7.940227765,4.290459441,1,7.215975003,9.906898728,6198,6.079338052,4.292583668,222607.08
1406,3172,7285,1,8550,6595,453,3532,1195,10265,0,2936,4.779123493,4.345232974,0,8.138985591,9.31508183,1442,2.494031558,4.346432389,20095.13
80,2,7285,580,8550,6595,707,2749,694,10265,0,6327,10.42516409,2.228938553,1,8.357728417,10.21330189,6198,5.663515881,2.229855471,306889.44
80,405,373,369,1728,1567,5,1575,672,10265,0,6327,3.583518938,3.496507561,0,8.138985591,9.31508183,2445,0.765467842,3.497502737,12224.38
655,1415,7285,580,8550,6595,707,2749,694,10265,0,6327,10.12635106,2.208274414,1,8.148734809,9.895468486,6198,5.342812606,2.209189013,222482.56
655,2,7285,378,8550,6595,592,3532,526,10265,0,388,6.867974409,1.00063188,1,9.034318928,9.420394631,6198,0.993251773,1.00128271,13989.35
80,481,799,577,1728,1567,577,1575,1108,10265,0,6327,5.509388337,4.394449155,1,4.744932128,8.095327323,6198,3.353057006,4.39583282,22985.7
1406,2,5,1,8550,1955,453,727,2,10265,0,388,9.903537551,2.33020026,1,8.946895524,8.86426053,6198,5.727629201,2.331688646,192979.8
1194,3172,7285,1,8550,1955,877,214,672,10265,0,6327,8.294299609,1.08180517,1,7.361375429,9.139693634,6198,2.629728234,1.082895254,17129.78
538,345,799,577,1728,1567,577,1575,672,10265,0,6327,7.957527402,4.394449155,1,7.005789019,10.19793134,6198,5.93486774,4.396077449,255703.58
631,481,799,577,1728,1567,577,1575,1195,10265,0,6327,7.985824666,4.394449155,1,7.192934221,9.502643501,6198,5.675862995,4.395670119,248724.83
80,2,115,1,1728,1567,5,1575,725,10265,0,6327,1.791759469,3.33220451,1,0.693147181,8.877423832,6198,0.254642218,3.334273796,418.5
655,2,5,1,1728,1567,5,1575,2,10265,0,6327,5.564520407,3.17805383,1,5.288267031,7.904349608,6198,2.386006701,3.179634311,8697.91
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,4.795790546,4.394449155,1,8.138985591,9.31508183,239,2.509599262,4.395611031,20714.53
1194,481,799,577,1728,1567,577,1575,2,10265,0,6327,6.675823222,4.49980967,1,5.860786223,9.03176499,6198,4.603368564,4.501195074,78950.43
1406,2,94,1,8550,6595,5,2749,2,10265,0,2936,5.484796933,3.889777396,1,8.138985591,9.31508183,1442,3.249598998,3.891840706,22623.47
1406,2,5,1,8550,1955,453,727,2,10265,0,6327,10.59665973,2.399711804,1,8.138985591,9.373468066,6198,6.762868226,2.40167023,413434.99
1406,3172,7285,1,8550,6595,5,131,2,10265,0,2936,2.302585093,2.789322921,0,8.138985591,9.31508183,1442,0.131028262,2.790414997,11240.82
1194,405,373,369,1728,1567,5,1575,935,10265,0,6327,9.432363296,3.496507561,1,8.204124933,10.15181803,6198,6.155367518,3.497648256,425626.91
80,481,799,1,1728,161,5,161,672,10265,0,6327,4.615120517,1.791759469,1,8.138985591,9.31508183,239,0.463734016,1.792742319,11603.82
1194,2,115,1,1728,1567,5,1575,2,10265,0,6327,6.959398512,3.401197382,1,5.814130532,7.756580544,6198,3.938470175,3.402791168,32894.24
1406,3172,7285,1,8550,1955,592,727,672,10265,0,2936,3.465735903,2.18492705,0,8.138985591,9.31508183,1442,0.262364264,2.185978784,11348.11
1083,2,5,1,8550,6595,5,729,2,10265,0,6327,6.923628628,3.931825633,1,5.552959585,7.063878298,6198,4.704291277,3.933937185,52027.39
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,9.906532911,1.710187816,1,7.454141078,10.48444344,6198,5.282797555,1.711952388,126821.65
1406,3172,7285,1,8550,1955,1125,729,1108,10265,0,388,9.866408544,2.396075436,1,7.846198815,7.761647066,6198,6.02984356,2.398033153,195087
80,481,799,1,1728,161,5,161,1108,10265,0,6327,5.828945618,2.197224577,1,5.170483995,8.477216673,6198,1.568615918,2.198469296,7518.86
1406,3172,7285,623,8550,6595,877,3532,1108,10265,0,2936,3.33220451,2.931193752,0,8.138985591,9.31508183,1442,0.39877612,2.932003301,11582.89
80,2,115,1,1728,1567,5,1575,2,10265,0,6327,4.912654886,3.401197382,1,3.871201011,8.877423832,6198,1.870262531,3.402552019,4300.14
1194,366,7285,1,8550,1955,633,3532,2,10265,0,6327,8.615045592,1.937301775,1,6.463029457,8.730084366,6198,3.725934362,1.938360016,38972.98
1406,2,165,1,8550,1955,633,727,2,10265,0,2936,1.791759469,3.196630216,1,8.138985591,9.31508183,1442,0.139761942,3.197938154,11220.64
80,481,799,577,1728,1567,577,1575,935,10265,0,6327,1.386294361,4.394449155,1,1.098612289,6.83091743,6198,0.262364264,4.395682961,1165.34
688,1415,7285,317,8550,6595,529,3532,1195,10265,0,6327,5.129898715,2.140066163,0,8.138985591,9.31508183,2445,1.313723668,2.141969114,12365.95
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,12.16009153,1.706564623,1,9.694924685,9.577769185,6198,7.260107895,1.707914258,877320.19
1083,345,799,577,1728,1567,577,1575,526,10265,0,6327,7.945201132,4.394449155,1,7.205635176,10.44241451,6198,5.922569885,4.396077449,260334.7
80,2,7285,755,8550,6595,1125,3532,935,10265,0,6327,3.465735903,1.944480556,1,1.609437912,6.791839249,6198,0.3074847,1.946140537,1075.6
80,481,799,577,1728,1567,577,1575,1195,10265,0,6327,8.398634855,4.49980967,1,7.276556403,9.279926134,6198,6.318986132,4.501195122,406433.65
1406,3172,7285,1,8550,6595,453,3532,1195,10265,0,2936,1.791759469,3.928880122,0,8.138985591,9.31508183,1442,0.231111721,3.929941506,11352.75
80,345,799,577,1728,1567,577,1575,2,10265,0,6327,1.386294361,4.394449155,1,7.252762418,9.484269049,6198,0.418710335,4.396586786,13390.73
688,869,7285,623,8550,6595,877,3532,1108,10265,0,6327,9.107642974,1.232560261,1,8.586719254,9.824150471,6198,3.87681025,1.234086453,40446.73
779,2,165,1,8550,1955,633,727,2,10265,0,6327,4.33073334,3.460095023,1,4.795790546,7.305698838,6198,1.217875709,3.461091802,3801.64
1406,665,7285,623,8550,6595,877,3532,1108,10265,0,388,11.31540093,1.313723668,1,9.101640955,8.878535028,6198,5.911744704,1.314929384,230787.62
1406,665,7285,1,8550,6595,5,3532,1195,10265,0,388,11.66135409,2.083184528,1,8.982937764,9.524350061,6198,7.472597386,2.08507025,830926.2
688,869,7285,1,8550,6595,5,2749,2,10265,0,6327,9.784760321,2.397895273,1,7.833600224,8.473281011,6198,5.347297989,2.398964725,182593.23
80,481,799,577,1728,1567,577,1575,473,10265,0,6327,8.717027173,4.49980967,1,6.958448393,9.324506207,6198,6.799635404,4.501440009,555449.9
1083,2,5,1,8550,6595,5,729,2,10265,0,6327,6.908754779,3.931825633,1,5.541263545,6.782566136,6198,4.689511334,3.933937127,50989.13
683,665,7285,1,8550,1955,5,239,2,10265,0,6327,11.15626481,1.667706821,1,8.699514748,10.14188773,6198,6.047372179,1.66884364,326805.34
1406,2,136,1,8550,1955,5,727,2,10265,0,2936,2.564949357,1.786746927,1,8.138985591,9.31508183,1442,0.067658648,1.787444618,11162.92
80,405,373,369,1728,1567,5,1575,725,10265,0,6327,4.304065093,3.496507561,0,8.138985591,9.31508183,2445,1.32175584,3.497648463,13441.98
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,7.883823215,3.496507561,1,8.138985591,9.31508183,239,4.480400299,3.497503878,96086.5
1083,2,5,1,8550,6595,5,3532,2,10265,0,6327,7.289610521,4.668051084,1,5.545177444,8.344188894,6198,5.544474072,4.669686614,158897.22
1406,3172,7285,1,8550,6595,5,131,2,10265,0,2936,2.397895273,3.122805356,0,8.138985591,9.31508183,1442,0.2390169,3.123817613,11320.56
1083,345,799,1,1728,1567,5,1575,1195,10265,0,6327,8.006700845,4.365643155,1,6.522092798,9.320493485,6198,6.221702871,4.367769483,244766.05
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,6.621405652,3.496507561,1,5.517452896,8.803159793,6198,3.703768067,3.498106283,30693.84
1406,665,7285,755,8550,6595,1125,3532,935,10265,0,2936,6.398594935,3.025291076,0,8.138985591,9.31508183,1442,3.180134997,3.027289078,22887.95
655,2,7285,301,8550,6595,5,2749,350,10265,0,6327,9.083302139,1.720979287,1,6.887552572,8.72623295,6198,3.750679855,1.721823005,46622.56
631,405,373,369,1728,1567,5,1575,2,10265,0,6327,7.766840537,3.496507561,1,7.400620577,9.956492631,6198,5.098768264,3.498596031,96770.52
80,481,5,1,1728,1567,5,1575,2,10265,0,6327,4.189654742,4.836281907,1,3.218875825,6.966580636,6198,2.235376343,4.837300924,9192.94
80,3172,7285,1,8550,1955,592,727,672,10265,0,6327,8.707482918,0.887891257,1,7.751045118,8.899407414,6198,2.291524146,0.888496075,15982.73
688,3172,7285,580,8550,6595,707,2749,694,10265,0,6327,9.903537551,2.480731278,1,7.892078421,9.175457995,6198,5.892610596,2.482242061,229017.54
1406,2,5,1,8550,6595,5,3532,935,10265,0,2936,1.386294361,3.944683788,0,8.138985591,9.31508183,1442,0.148420005,3.945780102,11255.38
80,481,799,577,1728,1567,577,1575,725,10265,0,6327,7.295056416,4.394449155,1,6.459904454,9.692207106,6198,4.988185165,4.395670145,134095.61
80,2,7285,301,8550,6595,5,2749,350,10265,0,388,11.55215579,1.731655545,1,9.178333576,8.974510438,6198,6.210881162,1.732501239,491995.29
1083,2,136,1,8550,6595,5,729,2,10265,0,6327,5.707110265,3.672750072,1,6.304448802,8.497502598,6198,3.159550359,3.674658818,16432.07
1406,3172,7285,1,8550,1955,1125,729,2,10265,0,388,10.37601923,1.220829921,1,7.888709524,9.984927898,6198,5.113793386,1.222348751,98532.47
80,481,799,1,1728,161,5,161,725,10265,0,6327,1.098612289,2.197224577,1,1.098612289,6.889285763,6198,0.029558802,2.198889857,996.73
538,481,799,1,1728,161,5,161,935,10265,0,6327,7.601402335,1.791759469,1,6.762729507,9.569121197,6198,2.593013391,1.792789772,24327.2
779,1415,7285,580,8550,6595,707,2749,694,10265,0,6327,10.81979828,2.208274414,1,8.842026529,10.03835973,6198,6.218560278,2.209374863,428387.79
1406,665,7285,597,8550,6595,689,2749,725,10265,0,2936,5.420534999,3.314549575,0,8.138985591,9.31508183,1442,2.081938422,3.315626583,17074.65
688,869,7285,1,8550,6595,5,2749,2,10265,0,6327,6.580639137,2.442347035,0,8.138985591,9.31508183,2445,2.171336806,2.443285001,18671
80,2,7285,1,22,30,5,2749,2,10265,0,6327,6.03068526,3.225255432,1,5.799092654,7.457545814,6198,2.595254707,3.226442307,11770.69
688,366,250,1,8550,6595,633,3532,473,10265,0,6327,8.556606194,4.124226937,1,7.149131599,8.249329432,6198,5.787265412,4.125237799,320413.18
80,2,5,1,1728,1567,5,1575,1195,10265,0,6327,8.297792626,3.238678452,1,7.892452044,10.47114889,6198,4.625952725,3.239665684,133725.83
80,2,113,1,1728,1567,5,1575,725,10265,0,6327,7.378383713,3.218875825,1,6.349138991,8.549185922,6198,4.428313669,3.220943436,43644.34
688,1415,7285,597,8550,6595,689,2749,725,10265,0,6327,9.729193687,2.013568798,1,7.284134806,8.001355026,6198,4.728095533,2.014459113,112128.08
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,7.244941546,3.496507561,1,6.216606101,8.52960781,6198,4.580775029,3.498596072,49958.05
1083,3172,7285,1,8550,1955,529,729,2,10265,0,6327,6.508769137,1.704748092,1,4.343805422,7.561131995,6198,1.553925203,1.705759792,4939.75
688,366,7285,1,8550,1955,633,3532,2,10265,0,6327,4.65396035,2.785628336,1,2.944438979,6.418479122,6198,1.16938136,2.78694432,2196.13
779,3172,7285,1,8550,1955,633,3532,2,10265,0,6327,8.354909528,2.201659174,1,6.052089169,7.306524688,6198,3.718923575,2.202705477,35699.21
1406,2,5,1,8550,6595,5,3532,2,10265,0,2936,3.688879454,3.690627925,0,8.138985591,9.31508183,1442,1.061256502,3.691913309,12628.97
1406,3172,7285,1,8550,6595,453,3532,1195,10265,0,2936,3.465735903,3.928880122,0,8.138985591,9.31508183,1442,0.951657876,3.929926297,12650.23
1406,869,7285,597,8550,6595,689,2749,725,10265,0,2936,2.995732274,3.526066364,0,8.138985591,9.31508183,1442,0.576613364,3.527211556,11730.78
1406,3172,7285,1,8550,1955,1125,729,1108,10265,0,2936,2.197224577,2.892591515,0,8.138985591,9.31508183,1442,0.131028262,2.893768759,11239.72
1406,3172,7285,1,8550,1955,453,727,2,10265,0,2936,2.197224577,2.92905814,0,8.138985591,9.31508183,1442,0.139761942,2.930126516,11245.07
80,405,373,369,1728,1567,5,1575,935,10265,0,6327,3.583518938,3.496507561,1,5.257495372,7.936510037,6198,0.841567186,3.497649766,3917.9
1083,366,250,1,8550,6595,633,3532,473,10265,0,6327,9.722924449,3.546739687,1,8.32215107,10.31333704,6198,6.834463896,3.548340862,593680.65
80,1415,7285,1,8550,6595,5,3532,2,10265,0,388,10.27055827,3.044522438,1,8.25997566,8.644593829,6198,6.387804817,3.045501012,583651.91
688,366,136,1,8550,6595,5,3532,2,10265,0,6327,5.993961427,3.188828904,1,8.138985591,9.31508183,239,2.526528324,3.190014309,20418.74
779,405,373,369,1728,1567,5,1575,935,10265,0,6327,6.775366091,3.496507561,1,5.680172609,8.403713135,6198,3.573468603,3.497706496,32497.25
80,366,7285,1,8550,1955,633,3532,2,10265,0,6327,6.216606101,1.937301775,1,4.189654742,6.893920012,6198,1.398716881,1.938180351,3958.31
655,2,7285,1,22,30,5,2749,2,10265,0,6327,2.397895273,3.485844856,0,8.138985591,9.31508183,2445,0.364643114,3.487191575,11420.17
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,10.86889221,1.706564623,1,8.138985591,9.31508183,1442,6.237621253,1.708327771,248461.03
655,1415,7285,1,8550,1955,689,2749,2,10265,0,388,8.699681401,1.095273387,1,8.138985591,9.31508183,239,2.585505848,1.0959571,23055.5
80,405,373,369,1728,1567,5,1575,725,10265,0,6327,3.433987204,3.496507561,1,2.397895273,6.815343894,6198,0.947789399,3.498102249,1872.31
1406,3172,7285,1,8550,1955,453,727,2,10265,0,2936,1.386294361,3.239070532,0,8.138985591,9.31508183,1442,0.076961041,3.240115328,11176.84
688,366,136,1,8550,6595,5,3532,2,10265,0,6327,4.859812404,3.188828904,1,7.117205503,7.926765041,6198,1.504077397,3.189955381,5750.23
80,2,165,1,8550,1955,633,727,2,10265,0,6327,5.720311777,3.460095023,1,5.631211782,8.640779798,6198,2.363680192,3.461090054,15035.65
80,345,799,577,1728,1567,577,1575,1108,10265,0,6327,9.05532265,4.49980967,1,7.296413269,9.660671765,6198,7.404948401,4.501939442,779437.42
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,6.11146734,3.496507561,0,8.138985591,9.31508183,2445,2.76000994,3.497503698,25518.03
1406,2,5,1,8550,6595,5,3532,1195,10265,0,2936,2.944438979,4.258587006,1,8.138985591,9.31508183,1442,0.828551818,4.259592173,12359.29
1083,2,5,1,8550,1955,1125,727,2,10265,0,6327,8.177515824,2.888147063,1,6.967909202,7.806285218,6198,4.781725148,2.88999627,62933.94
80,366,250,1,8550,6595,633,3532,473,10265,0,6327,7.957177323,3.615232914,1,8.138985591,9.31508183,239,5.409769292,3.617328711,114562.61
80,481,799,577,1728,1567,577,1575,1195,10265,0,6327,8.517393171,4.394449155,1,7.727094485,10.54386377,6198,6.20617262,4.395670137,438437.69
1406,3172,7285,317,8550,6595,529,3532,1195,10265,0,388,8.929170383,2.116255515,1,5.97126184,6.493118237,6198,4.520918634,2.117705737,55850.9
1406,3172,7285,1,8550,6595,5,2749,2,10265,0,2936,5.814130532,3.536019607,0,8.138985591,9.31508183,1442,2.692598097,3.53718322,22248.8
779,2,5,1,8550,6595,5,3532,1195,10265,0,6327,4.795790546,4.510859507,1,2.944438979,7.082565362,6198,3.098740024,4.512796274,12011.19
631,345,799,1,1728,1567,5,1575,1108,10265,0,6327,7.860185057,4.365643155,1,6.902742737,9.460308895,6198,5.808682884,4.367270868,214491.73
1406,540,7285,623,8550,6595,877,3532,1108,10265,0,388,11.91839724,1.353254507,1,9.135940049,9.630624468,6198,6.567122399,1.354477394,446433.26
80,2,115,1,1728,1567,5,1575,2,10265,0,6327,4.94875989,3.33220451,1,3.663561646,8.877423832,6198,2.213753879,3.334281434,4235.88
80,2,5,1,1728,1567,5,1575,2,10265,0,6327,10.12683108,3.238678452,1,9.762384712,11.99512517,6198,6.756769585,3.240024562,775419.18
1083,3172,7285,1,8550,1955,877,146,2,10265,0,6327,8.853808275,0.810930216,1,6.17586727,8.580412092,6198,2.469793012,0.811616964,14086.12
80,481,799,1,1728,161,5,161,694,10265,0,6327,3.828641396,1.791759469,0,8.138985591,9.31508183,2445,0.231111721,1.792721969,11328.49
779,3172,7285,1,8550,6595,633,3532,473,10265,0,6327,9.276128113,3.277144733,1,7.904703914,9.342270859,6198,5.947460412,3.278492901,284105.57
631,481,799,577,1728,1567,577,1575,2,10265,0,6327,9.09369419,4.394449155,1,8.192016915,10.08916971,6198,6.596831874,4.395463946,736651.56
1406,366,250,1,8550,6595,633,3532,473,10265,0,2936,4.143134726,3.286908235,0,8.138985591,9.31508183,1442,1.091923301,3.288088887,12702.31
688,540,7285,378,8550,6595,592,3532,526,10265,0,6327,10.05860919,1.208960346,1,6.979145275,8.560804253,6198,4.516994495,1.210117152,60196.69
1406,2,5,1,8550,1955,453,727,2,10265,0,388,9.903537551,2.33020026,1,8.894807371,8.788950129,6198,5.727629201,2.331688646,192466.58
80,2,7285,755,8550,6595,1125,3532,935,10265,0,6327,10.90934473,1.944480556,1,8.266164437,10.36675259,6198,6.466160276,1.946158741,359983.26
80,2,7285,301,8550,6595,5,2749,350,10265,0,6327,9.441531455,1.722766598,1,7.153833802,9.622953869,6198,4.286341385,1.723782238,73138.31
1406,3172,7285,317,8550,6595,529,3532,1195,10265,0,388,8.761706768,2.116255515,1,5.805134969,8.660051206,6198,4.355425953,2.117705757,52446.93
80,405,373,369,1728,1567,5,1575,350,10265,0,6327,4.49980967,3.496507561,0,8.138985591,9.31508183,2445,1.368639426,3.497504681,13954.16
1406,3172,7285,1,8550,6595,5,3532,1195,10265,0,2936,5.613128106,3.161246712,0,8.138985591,9.31508183,1442,2.155244505,3.162450433,17280.79
80,1415,7285,317,8550,6595,529,3532,1195,10265,0,6327,8.517393171,2.014903021,1,5.686975356,8.375777082,6198,3.718438256,2.015974446,36879.84
1406,2,165,1,8550,1955,633,727,2,57,0,2936,3.891820298,3.257711849,1,8.138985591,9.31508183,1442,0.90825856,3.258993571,12304.35
683,481,799,577,1728,1567,577,1575,2,10265,0,6327,7.989899375,4.394449155,1,7.109062136,10.0007236,6198,5.679933673,4.395670129,258333.34
1406,3172,7285,1,8550,6595,5,3532,1195,10265,0,388,11.59614466,2.034705648,1,9.224736252,9.083651799,6198,7.08461193,2.036138936,732703.59
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,11.73805105,1.710187816,1,8.138985591,9.31508183,1442,7.110083691,1.711952388,579695.39
1406,2,136,1,8550,6595,5,729,2,10265,0,2936,4.820281566,2.481567749,1,8.138985591,9.31508183,1442,1.291983682,2.483598206,12454.3
688,366,136,1,8550,6595,5,3532,2,10265,0,6327,4.276666119,3.188828904,1,2.772588722,8.877423832,6198,1.111857515,3.190012555,2146.92
688,1415,7285,597,8550,6595,689,2749,725,10265,0,6327,9.472781557,2.013568798,1,8.138985591,9.31508183,239,4.608165695,2.014588099,95572.53
688,869,7285,1,8550,6595,453,3532,1195,10265,0,6327,5.955837369,2.63188884,0,8.138985591,9.31508183,2445,2.074429,2.633188565,16076.69
655,2,5,1,8550,1955,1125,727,2,10265,0,6327,5.198497031,2.888147063,1,8.138985591,9.31508183,1442,2.0255132,2.890180382,14162.61
80,2,165,1,8550,1955,633,727,2,10265,0,6327,2.564949357,4.124226937,1,3.688879454,6.674195163,6198,0.559615788,4.125237426,1521.3
1194,481,799,577,1728,1567,577,1575,2,10265,0,6327,8.727616178,4.49980967,1,7.823645931,10.33036445,6198,6.337727979,4.50082574,580342.79
1406,3172,7285,1,8550,1955,453,727,2,10265,0,2936,4.9698133,3.333632062,0,8.138985591,9.31508183,1442,1.754403683,3.334761179,14974.48
1406,3172,7285,378,8550,6595,592,3532,526,10265,0,388,12.37213778,1.214912744,1,9.385805141,9.756587192,6198,7.096348793,1.21642783,578098.88
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,2936,3.951243719,2.809402695,0,8.138985591,9.31508183,1442,0.598836501,2.810134768,11899.45
688,3172,7285,1,8550,1955,529,727,672,10265,0,6327,6.216606101,1.131402111,0,8.138985591,9.31508183,2445,0.904218151,1.132350049,12154.7
80,869,7285,623,8550,6595,877,3532,1108,10265,0,6327,10.44874359,1.40854497,1,7.623153068,9.295108819,6198,5.346869407,1.410024687,117697.6
1406,366,7285,1,8550,1955,633,3532,2,10265,0,2936,2.197224577,1.913977102,0,8.138985591,9.31508183,1442,0.048790164,1.91526683,11149.54
80,366,7285,1,8550,1955,633,3532,2,10265,0,6327,5.720311777,1.937301775,1,3.784189634,8.877423832,6198,1.172482137,1.938358209,2261.3
1083,3172,7285,1,8550,1955,5,2749,2,10265,0,6327,8.885855993,1.722766598,1,5.826000107,8.254963118,6198,3.863042823,1.723917459,37141.08
80,3172,7285,1,8550,1955,877,146,2,10265,0,6327,6.200509174,0.810930216,1,3.33220451,6.844879375,6198,0.565313809,0.811616521,1553.82
1406,665,7285,1,8550,6595,5,3532,1195,10265,0,6327,11.32947127,2.17702187,1,8.641885635,8.575277177,6198,7.247358324,2.178931606,657622.57
1406,2,136,1,8550,6595,5,729,2,10265,0,2936,1.386294361,1.994700313,1,8.138985591,9.31508183,1442,0.019802627,1.995606932,11122.3
538,2,113,1,1728,1567,5,1575,2,10265,0,6327,7.601402335,3.044522438,1,6.43775165,8.467385109,6198,4.374498368,3.046387364,44834.46
1194,2,115,1,1728,1567,5,1575,2,10265,0,6327,7.160069208,3.401197382,1,6.180016654,7.777939243,6198,4.135806352,3.402791238,39741.89
1406,3172,7285,1,8550,6595,5,3532,1195,10265,0,6327,10.99678575,2.068127782,1,8.556606194,8.691880683,6198,6.791367519,2.070009454,419238.21
1406,3172,7285,378,8550,6595,592,3532,526,10265,0,2936,3.850147602,2.418588769,1,8.138985591,9.31508183,1442,0.652325186,2.420696577,11574.9
80,1415,7285,1,8550,6595,5,2749,2,10265,0,6327,12.28652758,2.583242551,1,10.26392043,11.6830248,6198,8.096470273,2.584385468,2774904.32
80,481,799,577,1728,1567,577,1575,2,10265,0,6327,8.716207971,4.49980967,1,8.159946656,10.61932999,6198,6.79881057,4.501439998,584712.97
655,869,7285,623,8550,6595,877,3532,1108,10265,0,6327,9.215427411,1.156881197,1,6.492239835,8.628292608,6198,3.157851123,1.157585601,27518.05
80,2,7285,1,22,30,5,121,2,10265,0,6327,3.496507561,3.258096538,1,4.234106505,6.321649201,6198,0.662687973,3.259225708,1356.43
688,1415,7285,1,8550,6595,5,2749,2,10265,0,6327,9.970445021,2.411439498,1,7.786136438,8.347666234,6198,5.412181623,2.412374842,221490.04
1406,2,5,1,8550,1955,5,729,526,10265,0,2936,1.386294361,2.827313622,0,8.138985591,9.31508183,1442,0.048790164,2.828299329,11150.98
779,2,5,1,1728,1567,5,1575,1195,10265,0,6327,3.465735903,7.13169851,1,3.784189634,7.189492214,6198,3.890390705,7.132933662,40122.36
1406,540,7285,378,8550,6595,592,3532,526,10265,0,388,11.22525673,1.232560261,1,8.116118432,8.911349259,6198,5.709466291,1.233728519,189965.37
631,366,136,1,8550,6595,5,3532,2,10265,0,6327,4.795790546,2.060513532,1,8.138985591,9.31508183,239,0.678033543,2.061542726,11926.2
1406,2,5,1,8550,6595,5,3532,2,10265,0,2936,1.098612289,3.280911216,1,8.138985591,9.31508183,1442,0.048790164,3.281662813,11154.47
655,1415,7285,1,8550,6595,5,2749,2,10265,0,6327,11.22525673,2.419478844,1,9.111403624,10.93109477,6198,6.672665657,2.420414942,824675.93
538,366,7285,1,8550,1955,633,3532,2,10265,0,6327,9.899630122,1.937301775,1,8.292047637,10.4536857,6198,4.943640425,1.938308654,153146.89
655,2,165,1,8550,1955,633,727,2,10265,0,6327,3.931825633,3.615232914,1,4.615120517,8.244599383,6198,1.589235205,3.617329745,5617.91
655,3172,7285,378,8550,6595,592,3532,526,10265,0,388,7.796057974,1.147402453,0,8.138985591,9.31508183,2445,2.009555414,1.148246045,16334.19
655,869,7285,1,8550,6595,5,3532,1195,10265,0,6327,5.953243334,1.515127233,1,3.761200116,7.779918559,6198,0.875468737,1.515928194,3755.68
1406,869,7285,755,8550,6595,1125,3532,935,10265,0,2936,5.552959585,2.87525812,0,8.138985591,9.31508183,1442,1.843719208,2.876203552,15407.15
1406,3172,7285,1,8550,1955,5,727,2,10265,0,2936,8.412054873,1.319085611,1,8.138985591,9.31508183,1442,3.224460203,1.319759775,23444.58
655,869,7285,317,8550,6595,529,3532,1195,10265,0,6327,6.898714534,1.871802177,1,4.248495242,6.544688522,6198,1.887069649,1.872672039,6145.14
688,1415,7285,597,8550,6595,689,2749,725,10265,0,6327,8.531293316,2.224623552,0,8.138985591,9.31508183,2445,4.248780916,2.22609419,52999.75
688,1415,7285,1,8550,6595,453,3532,1195,10265,0,6327,5.135798437,2.621038824,0,8.138985591,9.31508183,2445,1.391281903,2.622337604,13261
1406,3172,7285,1,8550,6595,5,729,2,10265,0,2936,7.090909822,1.728109442,0,8.138985591,9.31508183,1442,2.563409711,1.730265199,16673.81
688,3172,7285,1,8550,1955,529,727,672,10265,0,6327,5.017279837,1.131402111,1,4.077537444,6.628081058,6198,0.364643114,1.132347901,1070.47
538,2,165,1,8550,1955,633,727,2,10265,0,6327,7.313886832,3.460095023,1,7.22620901,9.649250572,6198,4.186771802,3.461451948,61803.97
683,481,799,577,1728,1567,577,1575,672,10265,0,6327,8.006700845,4.394449155,1,7.264730178,10.15665349,6198,5.821506249,4.395832888,266097.42
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,2936,3.688879454,2.57184858,0,8.138985591,9.31508183,1442,0.392042088,2.573062315,11575.36
1406,3172,7285,755,8550,6595,1125,3532,935,10265,0,388,11.51882801,1.710187816,1,9.063694792,9.324096644,6198,6.891056629,1.711952384,467863.46
80,405,373,369,1728,1567,5,1575,2,10265,0,6327,6.11146734,3.496507561,1,5.105945474,7.53480005,6198,2.887590115,3.497648325,16288.02
655,481,799,577,1728,1567,577,1575,725,10265,0,6327,8.412054873,4.615120517,1,7.509883061,9.642725853,6198,6.139022111,4.616137821,465870.89
688,869,7285,623,8550,6595,877,3532,1108,10265,0,6327,8.766394277,1.202972304,1,6.054439346,6.940338629,6198,3.08876714,1.203952692,15997.69
779,366,7285,1,8550,1955,633,3532,2,10265,0,6327,6.908754779,1.937301775,1,4.762173935,7.00904753,6198,1.961502244,1.938181791,7051.71
1406,3172,7285,1,8550,6595,5,3532,1195,10265,0,388,11.69525536,2.034705648,1,9.323847613,9.479241685,6198,7.183643072,2.036138934,812400.96
1406,2,5,1,8550,6595,689,2749,725,57,0,2936,2.079441542,2.879198457,0,8.138985591,9.31508183,1442,0.139761942,2.880401586,11220.98
80,665,7285,1,8550,6595,5,2749,2,10265,0,6327,10.12334571,2.517696473,1,8.079618029,9.935718994,6198,5.680206738,2.518641132,304999.94
